SCHOOL_TITLE,CourseID,COFFERED_WITH,Sec,Crs,size,stuNo,ROOM_ID,RoomSize,BLOCKED,COURSE_NAME,FACULTY_FULL_NAME,STRAT_TIME,END_TIME,ST_MW,Dept,ClassSize,stuCr,Year,Semester,Level,SemesterNo,
SLASS,AAT101,AAT101,1,3,250,43,C10210-S,40,-,Art and Aesthetics,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,43,129,2009,Spring,,1,FALSE
SLASS,AAT101,AAT101,2,3,250,37,C10210-S,40,-,Art and Aesthetics,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,37,111,2009,Spring,,1,
SBE,ACN201,ACN201,1,3,250,60,C10210-S,40,-,Principles of Accounting,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,60,180,2009,Spring,,1,
SBE,ACN201,ACN201,2,3,250,53,C10210-S,40,-,Principles of Accounting,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,53,159,2009,Spring,,1,
SBE,ACN201,ACN201,3,3,250,15,C10210-S,40,-,Principles of Accounting,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,15,45,2009,Spring,,1,
SBE,ACN202,ACN202,1,3,250,52,C10210-S,40,-,Management of Accounting,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,52,156,2009,Spring,,1,
SBE,ACN202,ACN202,2,3,250,59,C10210-S,40,-,Management of Accounting,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,59,177,2009,Spring,,1,
SBE,ACN301,ACN301,1,3,250,20,C10210-S,40,-,Intermediate Accounting,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,20,60,2009,Spring,,1,
SBE,ACN305,ACN305,1,3,250,25,C10210-S,40,-,Financial Accounting,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,25,75,2009,Spring,,1,
SBE,ACN402,ACN402,1,3,250,24,C10210-S,40,-,Income Tax Accounting,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,24,72,2009,Spring,,1,
SBE,ACN403,ACN403,1,3,250,16,C10210-S,40,-,Auditing,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,16,48,2009,Spring,,1,
SBE,ACN405,ACN405,1,3,250,18,C10210-S,40,-,Cost Accounting 1,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,18,54,2009,Spring,,1,
SBE,ACN441,ACN441,1,3,250,13,C10210-S,40,-,Accounting Information System,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,13,39,2009,Spring,,1,
SLASS,ANT101,ANT101,1,3,250,63,C10210-S,40,-,Introduction to Anthropology,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,63,189,2009,Spring,,1,
SLASS,ANT101,ANT101,2,3,250,48,C10210-S,40,-,Introduction to Anthropology,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,48,144,2009,Spring,,1,
SLASS,ANT101,ANT101,3,3,250,45,C10210-S,40,-,Introduction to Anthropology,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,45,135,2009,Spring,,1,
SLASS,ANT103,ANT103,1,3,250,6,C10210-S,40,-,Methodology in Anthropology,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,6,18,2009,Spring,,1,
SLASS,ANT205,ANT205,1,3,250,3,C10210-S,40,-,Theories in Anthropology I,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,3,9,2009,Spring,,1,
SLASS,ANT206,ANT206,1,3,250,2,C10210-S,40,-,Business Anthropology,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,2,6,2009,Spring,,1,
SLASS,ANT210,ANT210,1,3,250,3,C10210-S,40,-,Anthropology of Symbol & Religion,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,3,9,2009,Spring,,1,
SLASS,ANT307,ANT307,1,3,250,2,C10210-S,40,-,Anthropology of Gender,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,2,6,2009,Spring,,1,
SLASS,ANT403,ANT403,1,3,250,1,C10210-S,40,-,Applied Anthropology,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,1,3,2009,Spring,,1,
SBE,BBA499,BBA499,1,12,250,2,C10210-S,40,-,Internship/ Senior Project,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,2,24,2009,Spring,,1,
SBE,BBA499A,BBA499A,1,6,250,112,C10210-S,40,-,Internship/ Senior Project,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,112,672,2009,Spring,,1,
SELS,BIO101,BIO101,1,3,250,8,C10210-S,40,-,Environmental Biology,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SELS,8,24,2009,Spring,,1,
SELS,BIO101L,BIO101L,1,1,250,23,C10210-S,40,-,Environmental Biology Lab,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SELS,23,23,2009,Spring,,1,
SELS,BIO102,BIO102,1,3,250,9,C10210-S,40,-,Biology & Society,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SELS,9,27,2009,Spring,,1,
SELS,BIO102T,BIO102T,1,1,250,9,C10210-S,40,-,Biology & Society Tutorial,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SELS,9,9,2009,Spring,,1,
SLASS,BLA101,BLA101,1,3,250,56,C10210-S,40,-,Bangla Literature and Art,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,56,168,2009,Spring,,1,
SLASS,BLA101,BLA101,2,3,250,49,C10210-S,40,-,Bangla Literature and Art,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,49,147,2009,Spring,,1,
SLASS,BNG201,BNG201,1,3,250,2,C10210-S,40,-,Bangla Literature,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,2,6,2009,Spring,,1,
SLASS,BPH101,BPH101,1,3,250,85,C10210-S,40,-,Bangladesh Political History,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,85,255,2009,Spring,,1,
SBE,BUS201,BUS201,1,3,250,56,C10210-S,40,-,Introduction to Business,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,56,168,2009,Spring,,1,
SBE,BUS201,BUS201,2,3,250,38,C10210-S,40,-,Introduction to Business,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,38,114,2009,Spring,,1,
SBE,BUS201,BUS201,3,3,250,33,C10210-S,40,-,Introduction to Business,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,33,99,2009,Spring,,1,
SBE,BUS202,BUS202,1,3,250,52,C10210-S,40,-,Business Mathematics,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,52,156,2009,Spring,,1,
SBE,BUS202,BUS202,2,3,250,59,C10210-S,40,-,Business Mathematics,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,59,177,2009,Spring,,1,
SBE,BUS202,BUS202,3,3,250,57,C10210-S,40,-,Business Mathematics,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,57,171,2009,Spring,,1,
SBE,BUS202,BUS202,4,3,250,11,C10210-S,40,-,Business Mathematics,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,11,33,2009,Spring,,1,
SBE,BUS315,BUS315,5,3,250,1,C10210-S,40,-,Business Communication,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,1,3,2009,Spring,,1,
SBE,BUS315,BUS315,10,3,250,1,C10210-S,40,-,Business Communication,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,1,3,2009,Spring,,1,
SBE,BUS315,BUS315,13,3,250,1,C10210-S,40,-,Business Communication,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,1,3,2009,Spring,,1,
SBE,BUS360,BUS360,1,3,250,33,C10210-S,40,-,Introduction to Business Law,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,33,99,2009,Spring,,1,
SBE,BUS360,BUS360,2,3,250,55,C10210-S,40,-,Introduction to Business Law,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,55,165,2009,Spring,,1,
SBE,BUS360,BUS360,3,3,250,30,C10210-S,40,-,Introduction to Business Law,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,30,90,2009,Spring,,1,
SBE,BUS485,BUS485,1,3,250,35,C10210-S,40,-,Business Research Methods,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,35,105,2009,Spring,,1,
SBE,BUS485,BUS485,2,3,250,48,C10210-S,40,-,Business Research Methods,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,48,144,2009,Spring,,1,
SBE,BUS485,BUS485,3,3,250,43,C10210-S,40,-,Business Research Methods,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,43,129,2009,Spring,,1,
SELS,CHE101,CHE101,1,3,250,22,C10210-S,40,-,Concepts in Chemistry,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SELS,22,66,2009,Spring,,1,
SELS,CHE101L,CHE101L,1,1,250,27,C10210-S,40,-,Concepts in Chemistry Lab,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SELS,27,27,2009,Spring,,1,
SELS,CHE102,CHE102,1,3,250,28,C10210-S,40,-,Chemistry and Society,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SELS,28,84,2009,Spring,,1,
SELS,CHE102,CHE102,2,3,250,37,C10210-S,40,-,Chemistry and Society,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SELS,37,111,2009,Spring,,1,
SELS,CHE102,CHE102,3,3,250,13,C10210-S,40,-,Chemistry and Society,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SELS,13,39,2009,Spring,,1,
SELS,CHE102T,CHE102T,1,1,250,25,C10210-S,40,-,Chemistry and Society Tutorial,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SELS,25,25,2009,Spring,,1,
SELS,CHE102T,CHE102T,2,1,250,38,C10210-S,40,-,Chemistry and Society Tutorial,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SELS,38,38,2009,Spring,,1,
SELS,CHE102T,CHE102T,3,1,250,15,C10210-S,40,-,Chemistry and Society Tutorial,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SELS,15,15,2009,Spring,,1,
SETS,CIS101,CIS101,1,3,250,26,C10210-S,40,-,Fundamentals of Computer System,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,26,78,2009,Spring,,1,
SETS,CIS101,CIS101,2,3,250,27,C10210-S,40,-,Fundamentals of Computer System,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,27,81,2009,Spring,,1,
SETS,CIS101,CIS101,3,3,250,20,C10210-S,40,-,Fundamentals of Computer System,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,20,60,2009,Spring,,1,
SETS,CIS101,CIS101,4,3,250,17,C10210-S,40,-,Fundamentals of Computer System,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,17,51,2009,Spring,,1,
SETS,CIS101,CIS101,5,3,250,25,C10210-S,40,-,Fundamentals of Computer System,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,25,75,2009,Spring,,1,
SETS,CIS101,CIS101,6,3,250,12,C10210-S,40,-,Fundamentals of Computer System,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,12,36,2009,Spring,,1,
SETS,CIS101,CIS101,8,3,250,22,C10210-S,40,-,Fundamentals of Computer System,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,22,66,2009,Spring,,1,
SETS,CIS101,CIS101,9,3,250,13,C10210-S,40,-,Fundamentals of Computer System,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,13,39,2009,Spring,,1,
SETS,CIS210,CIS210,1,3,250,1,C10210-S,40,-,Introduction to Information Systems,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,1,3,2009,Spring,,1,
SETS,CIS442,CIS442,1,3,250,1,C10210-S,40,-,Management Inf. System,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,1,3,2009,Spring,,1,
SETS,CIS480,CIS480,1,3,250,1,C10210-S,40,-,Information Systems Development Project,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,1,3,2009,Spring,,1,
SETS,CIS499,CIS499,1,12,250,1,C10210-S,40,-,Internship/ Senior Project,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,1,12,2009,Spring,,1,
SETS,CIS499A,CIS499A,1,6,250,1,C10210-S,40,-,Internship/ Senior Project,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,1,6,2009,Spring,,1,
SLASS,CMN201,CMN201,1,3,250,39,C10210-S,40,-,Introduction to Communication,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,39,117,2009,Spring,,1,
SLASS,CMN201,CMN201,2,3,250,42,C10210-S,40,-,Introduction to Communication,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,42,126,2009,Spring,,1,
SLASS,CMN201,CMN201,3,3,250,39,C10210-S,40,-,Introduction to Communication,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,39,117,2009,Spring,,1,
SLASS,CMN201,CMN201,4,3,250,42,C10210-S,40,-,Introduction to Communication,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,42,126,2009,Spring,,1,
SLASS,CMN201,CMN201,5,3,250,41,C10210-S,40,-,Introduction to Communication,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,41,123,2009,Spring,,1,
SLASS,CMN201,CMN201,6,3,250,32,C10210-S,40,-,Introduction to Communication,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,32,96,2009,Spring,,1,
SLASS,CMN202,CMN202,1,3,250,20,C10210-S,40,-,Public Speaking,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,20,60,2009,Spring,,1,
SLASS,CMN202,CMN202,2,3,250,24,C10210-S,40,-,Public Speaking,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,24,72,2009,Spring,,1,
SLASS,CMN202,CMN202,3,3,250,14,C10210-S,40,-,Public Speaking,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,14,42,2009,Spring,,1,
SLASS,CMN203,CMN203,1,3,250,23,C10210-S,40,-,Mass Communication: Structure and Process,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,23,69,2009,Spring,,1,
SLASS,CMN205,CMN205,1,3,250,24,C10210-S,40,-,Introduction to Interactive Media,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,24,72,2009,Spring,,1,
SLASS,CMN301,CMN301,1,3,250,24,C10210-S,40,-,Development Communication,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,24,72,2009,Spring,,1,
SLASS,CMN302,CMN302,1,3,250,27,C10210-S,40,-,"Media, Culture and Society",T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,27,81,2009,Spring,,1,
SLASS,CMN303,CMN303,1,3,250,26,C10210-S,40,-,Graphic Design and Production,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,26,78,2009,Spring,,1,
SLASS,CMN306,CMN306,1,3,250,1,C10210-S,40,-,Script Writing,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,1,3,2009,Spring,,1,
SLASS,CMN307,CMN307,1,3,250,10,C10210-S,40,-,Film and Television in Bangladesh,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,10,30,2009,Spring,,1,
SLASS,CMN308,CMN308,1,3,250,3,C10210-S,40,-,Newspaper Reporting and Editing,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,3,9,2009,Spring,,1,
SLASS,CMN309,CMN309,1,3,250,13,C10210-S,40,-,Shooting and Lighting,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,13,39,2009,Spring,,1,
SLASS,CMN310,CMN310,1,3,250,20,C10210-S,40,-,Marketing Communication,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,20,60,2009,Spring,,1,
SLASS,CMN311,CMN311,1,3,250,30,C10210-S,40,-,Computer and Society,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,30,90,2009,Spring,,1,
SLASS,CMN315,CMN315,1,3,250,14,C10210-S,40,-,Video communication,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,14,42,2009,Spring,,1,
SLASS,CMN318,CMN318,1,3,250,12,C10210-S,40,-,TV Reporting,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,12,36,2009,Spring,,1,
SLASS,CMN321,CMN321,1,3,250,8,C10210-S,40,-,Advertising Business Practice,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,8,24,2009,Spring,,1,
SLASS,CMN322,CMN322,1,3,250,14,C10210-S,40,-,Creative Advertising,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,14,42,2009,Spring,,1,
SLASS,CMN323,CMN323,1,3,250,5,C10210-S,40,-,Copywriting,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,5,15,2009,Spring,,1,
SLASS,CMN324,CMN324,1,3,250,21,C10210-S,40,-,Art Direction,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,21,63,2009,Spring,,1,
SLASS,CMN402,CMN402,1,3,250,14,C10210-S,40,-,Electronic Journalism,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,14,42,2009,Spring,,1,
SLASS,CMN403,CMN403,1,3,250,46,C10210-S,40,-,Rural Development and Communication,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,46,138,2009,Spring,,1,
SLASS,CMN404,CMN404,1,3,250,11,C10210-S,40,-,Documentary Video Production,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,11,33,2009,Spring,,1,
SLASS,CMN407,CMN407,1,3,250,9,C10210-S,40,-,Methods in Media Research,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,9,27,2009,Spring,,1,
SLASS,CMN411,CMN411,1,3,250,9,C10210-S,40,-,Media Business Planning,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,9,27,2009,Spring,,1,
SLASS,CMN499A,CMN499A,1,6,250,10,C10210-S,40,-,Internship / Senior Project - I,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,10,60,2009,Spring,,1,
SETS,CNC501,CNC501,1,3,250,1,C10210-S,40,-,Computer Networks,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,1,3,2009,Spring,,1,
SETS,CNC505,CNC505,1,3,250,2,C10210-S,40,-,Wireless Networks,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,2,6,2009,Spring,,1,
SETS,CNC507,CNC507,1,3,250,2,C10210-S,40,-,"Network Planning, Management & Administration",T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,2,6,2009,Spring,,1,
SETS,CNC511,CNC511,1,3,250,3,C10210-S,40,-,Network Operating Systems,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,3,9,2009,Spring,,1,
SETS,CNC606,CNC606,1,3,250,7,C10210-S,40,-,Satellite Communication Systems,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,7,21,2009,Spring,,1,
SETS,CNC697,CNC697,1,2,250,1,C10210-S,40,-,Graduate Project,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,1,2,2009,Spring,,1,
SETS,CSC101,CSC101,1,3,250,19,C10210-S,40,-,Introduction to Computer Science,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,19,57,2009,Spring,,1,
SETS,CSC204,CSC204,1,3,250,2,C10210-S,40,-,Intro to Comp. Hardware,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,2,6,2009,Spring,,1,
SETS,CSC204L,CSC204L,1,1,250,2,C10210-S,40,-,Labwork for CSC204,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,2,2,2009,Spring,,1,
SETS,CSC205,CSC205,1,3,250,25,C10210-S,40,-,Programming Concepts,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,25,75,2009,Spring,,1,
SETS,CSC205L,CSC205L,1,1,250,24,C10210-S,40,-,Prog. & Data Structure Lab,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,24,24,2009,Spring,,1,
SETS,CSC212,CSC212,1,3,250,1,C10210-S,40,-,Micropro. & Ass. Language,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,1,3,2009,Spring,,1,
SETS,CSC212L,CSC212L,1,1,250,1,C10210-S,40,-,Labwork for CSC212,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,1,1,2009,Spring,,1,
SETS,CSC305,CSC305,1,3,250,5,C10210-S,40,-,Object-Oriented Programming,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,5,15,2009,Spring,,1,
SETS,CSC305L,CSC305L,1,1,250,2,C10210-S,40,-,Labwork for CSC305,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,2,2,2009,Spring,,1,
SETS,CSC413,CSC413,1,3,250,1,C10210-S,40,-,Design of Operating System,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,1,3,2009,Spring,,1,
SETS,CSC415,CSC415,1,3,250,7,C10210-S,40,-,Object Oriented Prog.- II,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,7,21,2009,Spring,,1,
SETS,CSC455,CSC455,1,3,250,9,C10210-S,40,-,Web Applications and Internet,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,9,27,2009,Spring,,1,
SETS,CSC499A,CSC499A,1,6,250,4,C10210-S,40,-,Internship/ Senior Project,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,4,24,2009,Spring,,1,
SETS,CSC501,CSC501,1,3,250,4,C10210-S,40,-,Theory of Programming Languages,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,4,12,2009,Spring,,1,
SETS,CSC630,CSC630,1,3,250,1,C10210-S,40,-,Advanced Topics in Computer Networks,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,1,3,2009,Spring,,1,
SETS,CSC647,CSC647,1,3,250,6,C10210-S,40,-,Software Engineering Process,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,6,18,2009,Spring,,1,
SETS,CSC697,CSC697,1,2,250,2,C10210-S,40,-,Graduate Project,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,2,4,2009,Spring,,1,
SETS,CSC698,CSC698,1,1,250,4,C10210-S,40,-,Student Seminar,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,4,4,2009,Spring,,1,
SETS,CSC699,CSC699,1,8,250,1,C10210-S,40,-,Thesis Work,T001-00 TBA TBA,0.3333333333,0.3958333333,F,CSE,1,8,2009,Spring,,1,
SLASS,DST501,DST501,1,3,250,8,C10210-S,40,-,Introduction to Development Studies,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,8,24,2009,Spring,,1,
SLASS,DST503,DST503,1,3,250,9,C10210-S,40,-,Executive Skills for Development Professionals,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,9,27,2009,Spring,,1,
SLASS,DST504,DST504,1,3,250,14,C10210-S,40,-,Research Methodology,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,14,42,2009,Spring,,1,
SLASS,DST615,DST615,1,3,250,5,C10210-S,40,-,Globalization Issues,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SLASS,5,15,2009,Spring,,1,
SBE,ECN200,ECN200,1,3,250,46,C10210-S,40,-,Introduction to Economics,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,46,138,2009,Spring,,1,
SBE,ECN200,ECN200,2,3,250,40,C10210-S,40,-,Introduction to Economics,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,40,120,2009,Spring,,1,
SBE,ECN201,ECN201,1,3,250,24,C10210-S,40,-,Principles of Microeconomics,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,24,72,2009,Spring,,1,
SBE,ECN201,ECN201,2,3,250,20,C10210-S,40,-,Principles of Microeconomics,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,20,60,2009,Spring,,1,
SBE,ECN201,ECN201,3,3,250,12,C10210-S,40,-,Principles of Microeconomics,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,12,36,2009,Spring,,1,
SBE,ECN201,ECN201,4,3,250,10,C10210-S,40,-,Principles of Microeconomics,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,10,30,2009,Spring,,1,
SBE,ECN201,ECN201,5,3,250,49,C10210-S,40,-,Principles of Microeconomics,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,49,147,2009,Spring,,1,
SBE,ECN202,ECN202,1,3,250,31,C10210-S,40,-,Principles of Macroeconomics,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,31,93,2009,Spring,,1,
SBE,ECN202,ECN202,2,3,250,37,C10210-S,40,-,Principles of Macroeconomics,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,37,111,2009,Spring,,1,
SBE,ECN202,ECN202,3,3,250,26,C10210-S,40,-,Principles of Macroeconomics,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,26,78,2009,Spring,,1,
SBE,ECN202,ECN202,4,3,250,5,C10210-S,40,-,Principles of Macroeconomics,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,5,15,2009,Spring,,1,
SBE,ECN202,ECN202,5,3,250,14,C10210-S,40,-,Principles of Macroeconomics,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,14,42,2009,Spring,,1,
SBE,ECN301,ECN301,1,3,250,7,C10210-S,40,-,Intermediate Microeconomics,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,7,21,2009,Spring,,1,
SBE,ECN302,ECN302,1,3,250,8,C10210-S,40,-,Intermediate Macroeconomics,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,8,24,2009,Spring,,1,
SBE,ECN303,ECN303,1,3,250,2,C10210-S,40,-,Agricultural Economics,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,2,6,2009,Spring,,1,
SBE,ECN308,ECN308,1,3,250,1,C10210-S,40,-,International Trade Theory,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,1,3,2009,Spring,,1,
SBE,ECN310,ECN310,1,3,250,1,C10210-S,40,-,Money and Banking,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,1,3,2009,Spring,,1,
SBE,ECN330,ECN330,1,3,250,4,C10210-S,40,-,Development Economics,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,4,12,2009,Spring,,1,
SBE,ECN350,ECN350,1,3,250,15,C10210-S,40,-,Environmental Economics,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,15,45,2009,Spring,,1,
SBE,ECN351,ECN351,1,3,250,2,C10210-S,40,-,Labor Economics,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,2,6,2009,Spring,,1,
SBE,ECN360,ECN360,1,3,250,2,C10210-S,40,-,Development Economics,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,2,6,2009,Spring,,1,
SBE,ECN385,ECN385,1,3,250,2,C10210-S,40,-,Industrial Organization,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,2,6,2009,Spring,,1,
SBE,ECN430,ECN430,1,3,250,6,C10210-S,40,-,International Trade Theory,T001-00 TBA TBA,0.3333333333,0.3958333333,F,SBE,6,18,2009,Spring,,1,
SETS,ECR101,ECR101,1,3,250,31,C10210-S,40,-,Intro. to Electrical Engg.,T001-00 TBA TBA,0.3333333333,0.3958333333,F,EEE,31,93,2009,Spring,,1,
