SCHOOL_TITLE,COFFER_COURSE_ID,COFFERED_WITH,SECTION,CREDIT_HOUR,CAPACITY,ENROLLED,FreeSpace,ROOM_ID,ROOM_CAPACITY,BLOCKED,COURSE_NAME,FACULTY_FULL_NAME,STRAT_TIME,END_TIME,ST_MW,Year,Semester
SLASS,AAT101,AAT101,1,3,50,44,6,BC7002-S,50,0,Art and Aesthetics,2404-MR Shohail Rayhan Muhammad Tarek,11:00:00,12:30:00,MW,2021,Summer
SBE,ACN201,ACN201,1,3,48,48,2,BC2009-S,50,0,Principles of Accounting,3269-MR Zeeshan Abedin,08:00:00,09:30:00,ST,2021,Summer
SBE,ACN201,ACN201,2,3,48,48,2,BC2021-S,50,0,Principles of Accounting,3563-MR Mohammed Naveed Siddiquee,09:30:00,11:00:00,MW,2021,Summer
SBE,ACN201,ACN201,3,3,48,48,2,BC3008-S,50,0,Principles of Accounting,3478-MR Md. Safiuddin,11:00:00,12:30:00,ST,2021,Summer
SBE,ACN201,ACN201,4,3,48,48,2,BC3010-S,50,0,Principles of Accounting,3493-MR Ashraful Arefin,11:00:00,12:30:00,MW,2021,Summer
SBE,ACN201,ACN201,5,3,49,49,1,BC2020-S,50,0,Principles of Accounting,3600-MR Prahallad Chandra Das,12:30:00,14:00:00,ST,2021,Summer
SBE,ACN201,ACN201,6,3,48,48,2,BC3008-S,50,0,Principles of Accounting,3628-MR Syed Numan Chowdhury,15:30:00,17:00:00,MW,2021,Summer
SBE,ACN201,ACN201,7,3,48,47,3,BC3010-S,50,0,Principles of Accounting,3628-MR Syed Numan Chowdhury,17:00:00,18:30:00,ST,2021,Summer
SBE,ACN201,ACN201,8,3,48,48,2,BC2021-S,50,0,Principles of Accounting,3493-MR Ashraful Arefin,08:00:00,09:30:00,MW,2021,Summer
SBE,ACN201,ACN201,9,3,48,48,2,BC3008-S,50,0,Principles of Accounting,3563-MR Mohammed Naveed Siddiquee,09:30:00,11:00:00,ST,2021,Summer
SBE,ACN201,ACN201,10,3,48,48,2,BC3008-S,50,0,Principles of Accounting,3585-MR Nafees Reza,14:00:00,15:30:00,ST,2021,Summer
SBE,ACN202,ACN202,1,3,48,48,2,BC3008-S,50,0,Management of Accounting,3427-MS Nimat Zarin,08:00:00,09:30:00,MW,2021,Summer
SBE,ACN202,ACN202,2,3,49,49,1,BC3009-S,50,0,Management of Accounting,3478-MR Md. Safiuddin,09:30:00,11:00:00,ST,2021,Summer
SBE,ACN202,ACN202,3,3,49,49,1,BC3011-S,50,0,Management of Accounting,3628-MR Syed Numan Chowdhury,11:00:00,12:30:00,MW,2021,Summer
SBE,ACN202,ACN202,4,3,48,48,2,BC3010-S,50,0,Management of Accounting,3600-MR Prahallad Chandra Das,09:30:00,11:00:00,ST,2021,Summer
SBE,ACN202,ACN202,5,3,49,49,1,BC2021-S,50,0,Management of Accounting,3563-MR Mohammed Naveed Siddiquee,14:00:00,15:30:00,MW,2021,Summer
SBE,ACN202,ACN202,6,3,48,48,2,BC3009-S,50,0,Management of Accounting,3478-MR Md. Safiuddin,14:00:00,15:30:00,ST,2021,Summer
SBE,ACN202,ACN202,7,3,48,48,2,BC3009-S,50,0,Management of Accounting,3347-MR Maqbool Kader Quraishi,11:00:00,12:30:00,ST,2021,Summer
SBE,ACN301,ACN301,1,3,40,26,24,BC3008-S,50,0,Intermediate Accounting,3147-DR Rushdi Rezaur Razzaque,09:30:00,11:00:00,MW,2021,Summer
SBE,ACN301,ACN301,2,3,40,19,31,BC3011-S,50,0,Intermediate Accounting,3347-MR Maqbool Kader Quraishi,09:30:00,11:00:00,ST,2021,Summer
SBE,ACN305,ACN305,1,3,40,16,34,BC3012-S,50,0,Financial Accounting,3147-DR Rushdi Rezaur Razzaque,09:30:00,11:00:00,ST,2021,Summer
SBE,ACN305,ACN305,2,3,40,40,10,BC3008-S,50,0,Financial Accounting,3478-MR Md. Safiuddin,12:30:00,14:00:00,MW,2021,Summer
SBE,ACN402,ACN402,1,3,42,42,8,BC3009-S,50,0,Income Tax Accounting,3478-MR Md. Safiuddin,09:30:00,11:00:00,MW,2021,Summer
SBE,ACN403,ACN403,1,3,40,27,23,BC3009-S,50,0,Auditing,3347-MR Maqbool Kader Quraishi,12:30:00,14:00:00,MW,2021,Summer
SBE,ACN403,ACN403,2,3,40,7,43,BC3008-S,50,0,Auditing,3427-MS Nimat Zarin,08:00:00,09:30:00,ST,2021,Summer
SBE,ACN405,ACN405,1,3,40,26,24,BC3009-S,50,0,Cost Accounting 1,3376-MR Naheem Mahtab,08:00:00,09:30:00,ST,2021,Summer
SBE,ACN405,ACN405,2,3,40,21,29,BC3010-S,50,0,Cost Accounting 1,3563-MR Mohammed Naveed Siddiquee,11:00:00,12:30:00,ST,2021,Summer
SBE,ACN406,ACN406,1,3,40,10,40,BC3012-S,50,0,Cost Accounting II,3376-MR Naheem Mahtab,08:00:00,09:30:00,MW,2021,Summer
SBE,ACN441,"ACN441,MIS441",1,3,46,46,4,BC2021-S,50,0,Accounting Information System,3563-MR Mohammed Naveed Siddiquee,17:00:00,18:30:00,MW,2021,Summer
SBE,ACN441,"ACN441,MIS441",2,3,44,43,7,BC3010-S,50,0,Accounting Information System,3628-MR Syed Numan Chowdhury,14:00:00,15:30:00,ST,2021,Summer
SLASS,ANT101,ANT101,1,3,40,40,10,BC7015-S,50,0,Introduction to Anthropology,2326-MR Maidul Alam Chaklader,15:30:00,17:00:00,ST,2021,Summer
SLASS,ANT101,ANT101,2,3,40,40,10,BC7015-S,50,0,Introduction to Anthropology,2326-MR Maidul Alam Chaklader,15:30:00,17:00:00,MW,2021,Summer
SLASS,ANT101,ANT101,3,3,40,40,10,BC8012-S,50,0,Introduction to Anthropology,2194-MR Mohammad Mahfuzul Islam,14:00:00,15:30:00,ST,2021,Summer
SLASS,ANT101,ANT101,4,3,40,38,12,BC8011-S,50,0,Introduction to Anthropology,2194-MR Mohammad Mahfuzul Islam,14:00:00,15:30:00,MW,2021,Summer
SLASS,ANT101,ANT101,5,3,40,12,38,BC6008-S,50,0,Introduction to Anthropology,2443-MS Tazin Rahman Ananya,08:00:00,09:30:00,ST,2021,Summer
SLASS,ANT101,ANT101,6,3,40,28,22,BC7015-S,50,0,Introduction to Anthropology,2443-MS Tazin Rahman Ananya,09:30:00,11:00:00,ST,2021,Summer
SLASS,ANT101,ANT101,7,3,40,11,39,BC9014-S,50,0,Introduction to Anthropology,2443-MS Tazin Rahman Ananya,11:00:00,12:30:00,MW,2021,Summer
SLASS,ANT101,ANT101,8,3,40,0,50,BC7015-S,50,B-0,Introduction to Anthropology,2420-MS Saba Nuzhat,08:00:00,09:30:00,MW,2021,Summer
SLASS,ANT101,ANT101,9,3,40,0,20,C6002-S,20,0,Introduction to Anthropology,2420-MS Saba Nuzhat,09:30:00,11:00:00,MW,2021,Summer
SLASS,ANT103,ANT103,1,3,30,24,1,BC8014-S,25,0,Methodology in Anthropology,2326-MR Maidul Alam Chaklader,14:00:00,15:30:00,ST,2021,Summer
SLASS,ANT205,ANT205,1,3,20,6,19,BC4010-S,25,0,Theories in Anthropology I,2194-MR Mohammad Mahfuzul Islam,15:30:00,17:00:00,ST,2021,Summer
SLASS,ANT206,ANT206,1,3,20,11,39,BC7025-S,50,0,Business Anthropology,2389-DR Ranjan Saha Partha,17:00:00,18:30:00,MW,2021,Summer
SLASS,ANT303,ANT303,1,3,20,6,19,BC8014-S,25,0,Theories in Anthropology II,2194-MR Mohammad Mahfuzul Islam,15:30:00,17:00:00,MW,2021,Summer
SLASS,ANT314,ANT314,1,3,20,14,11,BC4014-S,25,0,Communication and Cultural Politics,2443-MS Tazin Rahman Ananya,09:30:00,11:00:00,MW,2021,Summer
SLASS,ANT404,ANT404,1,3,20,3,17,C2003-S,20,0,Economic Anthropology,2389-DR Ranjan Saha Partha,12:30:00,14:00:00,MW,2021,Summer
SLASS,ANT418,ANT418,1,3,20,13,12,BC4013-S,25,0,Contemporary Issues in Anthropology,2326-MR Maidul Alam Chaklader,14:00:00,15:30:00,MW,2021,Summer
SLASS,ANT499,ANT499,1,6,10,0,50,BC001-S,50,0,Senior Project/Internship,2194-MR Mohammad Mahfuzul Islam 2326-Maidul AlamChaklader,08:00:00,09:30:00,MW,2021,Summer
SBE,BBA499A,BBA499A,1,6,250,235,-185,BCTBA4-S,50,0,Internship/ Senior Project,3329-MR Abul Khair Jyote,08:00:00,09:30:00,F,2021,Summer
SBE,BBA499B,BBA499B,1,6,10,0,50,BCTBA4-S,50,0,Advance Research,T001-00 TBA TBA,08:00:00,09:30:00,A,2021,Summer
SELS,BCB103,BCB103,1,3,20,8,12,C2003-S,20,0,Introductory Chemistry I Lecture,6072-MR A.B.M. Rezwanul Kabir,15:30:00,17:00:00,ST,2021,Summer
SELS,BCB103L,BCB103L,1,1,20,8,17,BC4017A-S,25,0,Introductory Chemistry I Lecture Lab,6072-MR A.B.M. Rezwanul Kabir,14:00:00,15:30:00,M,2021,Summer
SELS,BCB104,BCB104,1,3,20,11,14,BC4014-S,25,0,Introductory Chemistry II Lecture,6072-MR A.B.M. Rezwanul Kabir,09:30:00,11:00:00,ST,2021,Summer
SELS,BCB104L,BCB104L,1,1,20,11,14,BC4017B-S,25,0,Introductory Chemistry II Lecture Lab,6072-MR A.B.M. Rezwanul Kabir,14:00:00,15:30:00,W,2021,Summer
SELS,BCB202,BCB202,1,3,20,12,8,C3006-S,20,0,Organic Chemistry II Lecture        ,6073-MR Aftab Uz Zaman Noor,11:00:00,12:30:00,ST,2021,Summer
SELS,BCB202L,BCB202L,1,1,25,18,7,BC4017A-S,25,0,Organic Chemistry II Lecture Lab    ,6073-MR Aftab Uz Zaman Noor,12:30:00,14:00:00,R,2021,Summer
SELS,BCB203,BCB203,1,3,25,22,3,BC9016-S,25,0,Cell Biology,6070-MR Salman Khan Promon,12:30:00,14:00:00,ST,2021,Summer
SELS,BCB205,BCB205,1,3,20,10,30,C2007-S,40,0,Metabolism,6064-MR Md. Daud Hossain Khan,14:00:00,15:30:00,ST,2021,Summer
SELS,BCB302,BCB302,1,3,35,27,23,BC10014-S,50,0,Enzymology,6054-DR Sabrina Moriom Elias,15:30:00,17:00:00,MW,2021,Summer
SELS,BCB303,"BCB303,BIO301",1,3,15,0,25,BC10017-S,25,B-0,"Experimental Design, Research Methods and Biostatistics",T004-DR Serajul Hoque,08:00:00,09:30:00,ST,2021,Summer
SELS,BCB304,BCB304,1,3,25,19,1,C2006-S,20,0,Recombinant DNA Technology,6070-MR Salman Khan Promon,15:30:00,17:00:00,ST,2021,Summer
SELS,BCB305,BCB305,1,3,15,14,11,BC4017A-S,25,0,Molecular Biology Lab,6054-DR Sabrina Moriom Elias,12:30:00,14:00:00,ST,2021,Summer
SELS,BCB306,BCB306,1,3,20,19,21,C5005-S,40,0,"Genomics, Proteomics and Bioinformatics",6054-DR Sabrina Moriom Elias,12:30:00,14:00:00,MW,2021,Summer
SELS,BCB308,BCB308,1,3,25,23,27,BC10014-S,50,0,Endocrinology,6064-MR Md. Daud Hossain Khan,14:00:00,15:30:00,MW,2021,Summer
SELS,BCB309,BCB309,1,3,20,10,15,BC10017-S,25,0,Plant Biochemistry and Biotechnology,6073-MR Aftab Uz Zaman Noor,09:30:00,11:00:00,MW,2021,Summer
SELS,BCB401,BCB401,1,3,15,0,20,C3002-S,20,B-0,Readings in Biochemistry,T001-00 TBA TBA,14:00:00,15:30:00,ST,2021,Summer
SELS,BCB402,BCB402,1,3,15,11,39,BC10014-S,50,0,Student Symposium in Biochemistry,6070-MR Salman Khan Promon,17:00:00,18:30:00,ST,2021,Summer
SELS,BCB405,BCB405,1,3,15,7,13,C4006-S,20,0,Virology,6073-MR Aftab Uz Zaman Noor,11:00:00,12:30:00,MW,2021,Summer
SELS,BCB409,BCB409,1,3,20,0,50,BC10015-S,50,B-0,"Nutrition, Metabolism and Diseases",T001-00 TBA TBA,17:00:00,18:30:00,ST,2021,Summer
SELS,BCB411,BCB411,1,3,20,13,12,BC9016-S,25,0,Clinical Biochemistry,6073-MR Aftab Uz Zaman Noor,15:30:00,17:00:00,MW,2021,Summer
SELS,BCB412,BCB412,1,3,20,7,43,BC10018-S,50,0,Cellular and Molecular Neurobiology,6064-MR Md. Daud Hossain Khan,17:00:00,18:30:00,MW,2021,Summer
SLASS,BDS109,BDS109,1,3,30,30,20,BC3002-S,50,0,Bangladesh 1971 through the Lenses,2281-MR Mahmud Hasan Kayesh,15:30:00,17:00:00,MW,2021,Summer
SLASS,BDS109,BDS109,2,3,30,30,20,BC3002-S,50,0,Bangladesh 1971 through the Lenses,2255-MS Momtaz Parvin Mumu,09:30:00,11:00:00,ST,2021,Summer
SLASS,BDS109,BDS109,3,3,30,30,20,BC5002-S,50,0,Bangladesh 1971 through the Lenses,2442-MS Mushfeqa Islam,11:00:00,12:30:00,ST,2021,Summer
SLASS,BDS109,BDS109,4,3,30,30,20,BC5002-S,50,0,Bangladesh 1971 through the Lenses,2481-DR Zahed-Ur- Rahman,14:00:00,15:30:00,MW,2021,Summer
SLASS,BDS109,BDS109,5,3,30,30,-5,BC8013-S,25,0,Bangladesh 1971 through the Lenses,2497-MR Hamza Kamal Mostafa,14:00:00,15:30:00,ST,2021,Summer
SLASS,BDS109,BDS109,6,3,30,30,20,BC5002-S,50,0,Bangladesh 1971 through the Lenses,2481-DR Zahed-Ur- Rahman,17:00:00,18:30:00,MW,2021,Summer
SLASS,BDS109,BDS109,7,3,30,30,20,BC3002-S,50,0,Bangladesh 1971 through the Lenses,2278-MS Tazeen Ahmed,11:00:00,12:30:00,MW,2021,Summer
SELS,BIO100,BIO100,1,3,30,30,0,C3003-S,30,0,Discoveries in Biology,6053-MS Saadia Shareen,11:00:00,12:30:00,ST,2021,Summer
SELS,BIO100,BIO100,2,3,30,29,-4,BC9015-S,25,0,Discoveries in Biology,6036-MS Nazratun Nayeem Choudhury,12:30:00,14:00:00,ST,2021,Summer
SELS,BIO100,BIO100,3,3,30,30,-10,C4002-S,20,0,Discoveries in Biology,6036-MS Nazratun Nayeem Choudhury,11:00:00,12:30:00,MW,2021,Summer
SELS,BIO100,BIO100,4,3,30,30,10,C2007-S,40,0,Discoveries in Biology,6036-MS Nazratun Nayeem Choudhury,12:30:00,14:00:00,MW,2021,Summer
SELS,BIO100,BIO100,5,3,30,30,-5,BC10017-S,25,0,Discoveries in Biology,6053-MS Saadia Shareen,14:00:00,15:30:00,ST,2021,Summer
SELS,BIO100,BIO100,6,3,37,37,-12,BC9015-S,25,0,Discoveries in Biology,6053-MS Saadia Shareen,14:00:00,15:30:00,MW,2021,Summer
SELS,BIO100,BIO100,7,3,30,0,25,BC10017-S,25,B-0,Discoveries in Biology,T001-00 TBA TBA,14:00:00,15:30:00,MW,2021,Summer
SELS,BIO102,BIO102,1,3,45,38,-18,C4003-S,20,0,Biology & Society,6053-MS Saadia Shareen,11:00:00,12:30:00,MW,2021,Summer
SELS,BIO102L,"BIO102L,BIO102T",1,1,45,38,-13,BC4017A-S,25,0,Biology & Society Lab,6053-MS Saadia Shareen,12:30:00,14:00:00,W,2021,Summer
SELS,BIO105,BIO105,1,3,20,18,2,C2006-S,20,0,General Chemistry,6072-MR A.B.M. Rezwanul Kabir,09:30:00,11:00:00,MW,2021,Summer
SELS,BIO105L,BIO105L,1,1,20,18,7,BC4017B-S,25,0,General Chemistry Lab,6072-MR A.B.M. Rezwanul Kabir,12:30:00,14:00:00,T,2021,Summer
SLASS,BLA101,BLA101,1,3,50,14,36,BC7002-S,50,0,Bangla Literature and Art,2446-DR Muhammad Shajjad Ahsan,15:30:00,17:00:00,ST,2021,Summer
SLASS,BLA101,BLA101,2,3,50,10,40,BC7002-S,50,0,Bangla Literature and Art,2446-DR Muhammad Shajjad Ahsan,17:00:00,18:30:00,ST,2021,Summer
SLASS,BNG201,BNG201,1,3,35,34,-9,BC8013-S,25,0,Bangla Literature,2388-DR Lutfor Rahman,11:00:00,12:30:00,ST,2021,Summer
SLASS,BNG201,BNG201,2,3,35,35,15,BC7016-S,50,0,Bangla Literature,2388-DR Lutfor Rahman,12:30:00,14:00:00,ST,2021,Summer
SLASS,BNG201,BNG201,3,3,35,28,-3,BC4011-S,25,0,Bangla Literature,2427-MR Shaikh Mahfuzur Rahman,11:00:00,12:30:00,MW,2021,Summer
SLASS,BNG201,BNG201,4,3,35,10,40,BC8012-S,50,0,Bangla Literature,2517-DR Soumitra Sekhar,15:30:00,17:00:00,MW,2021,Summer
SLASS,BPH101,BPH101,1,3,50,34,16,BC7002-S,50,0,Bangladesh Political History,2398-MR Sayed Abu Touab Shakir,14:00:00,15:30:00,MW,2021,Summer
SLASS,BPH101,BPH101,2,3,50,23,27,BC5002-S,50,0,Bangladesh Political History,2398-MR Sayed Abu Touab Shakir,15:30:00,17:00:00,MW,2021,Summer
SLASS,BPH101,BPH101,3,3,50,15,35,BC7002-S,50,0,Bangladesh Political History,2398-MR Sayed Abu Touab Shakir,17:00:00,18:30:00,MW,2021,Summer
SLASS,BPH101,BPH101,4,3,50,1,49,BC7002-S,50,0,Bangladesh Political History,2498-PROF Taiabur Rahman,14:00:00,15:30:00,ST,2021,Summer
SLASS,BPH101,BPH101,5,3,50,20,30,BC3002-S,50,0,Bangladesh Political History,2505-DR Kazi Mahmudur Rahman,12:30:00,14:00:00,ST,2021,Summer
SBE,BUS201,BUS201,1,3,48,47,3,BC2010-S,50,0,Introduction to Business,3251-MS Farzana Chowdhury,08:00:00,09:30:00,ST,2021,Summer
SBE,BUS201,BUS201,2,3,48,48,2,BC2010-S,50,0,Introduction to Business,3251-MS Farzana Chowdhury,11:00:00,12:30:00,ST,2021,Summer
SBE,BUS201,BUS201,3,3,48,47,3,BC2009-S,50,0,Introduction to Business,3423-MR Arifur Rahman Khan,14:00:00,15:30:00,ST,2021,Summer
SBE,BUS201,BUS201,4,3,48,48,2,BC2009-S,50,0,Introduction to Business,3539-MR SM Yusuf Mallick,14:00:00,15:30:00,MW,2021,Summer
SBE,BUS201,BUS201,5,3,48,48,2,BC2009-S,50,0,Introduction to Business,3344-MR Mohammad Fahad Noor,15:30:00,17:00:00,MW,2021,Summer
SBE,BUS201,BUS201,6,3,48,40,10,BC2009-S,50,0,Introduction to Business,3569-MR Abdullah Al Ahad,08:00:00,09:30:00,MW,2021,Summer
SBE,BUS201,BUS201,7,3,48,36,14,BC2009-S,50,0,Introduction to Business,3570-MS Maria Muntahin,17:00:00,18:30:00,ST,2021,Summer
SBE,BUS201,BUS201,8,3,48,48,2,BC2009-S,50,0,Introduction to Business,3525-MS Afnan Ashfaque,12:30:00,14:00:00,MW,2021,Summer
SBE,BUS201,BUS201,9,3,48,35,15,BC2009-S,50,0,Introduction to Business,3637-MR Osman Gani,15:30:00,17:00:00,ST,2021,Summer
SBE,BUS202,BUS202,1,3,51,51,-11,C2004-S,40,0,Business Mathematics,3545-DR Mohammad Osman Gani,08:00:00,09:30:00,ST,2021,Summer
SBE,BUS202,BUS202,2,3,51,51,-11,C3004-S,40,0,Business Mathematics,3579-MS Seeratus Sabah,11:00:00,12:30:00,ST,2021,Summer
SBE,BUS202,BUS202,3,3,51,51,-1,BC3010-S,50,0,Business Mathematics,3534-DR Md. Abdus Salam Akanda,08:00:00,09:30:00,MW,2021,Summer
SBE,BUS202,BUS202,4,3,50,50,-10,C4005-S,40,0,Business Mathematics,3579-MS Seeratus Sabah,09:30:00,11:00:00,ST,2021,Summer
SBE,BUS202,BUS202,5,3,50,50,-10,C3004-S,40,0,Business Mathematics,3534-DR Md. Abdus Salam Akanda,09:30:00,11:00:00,MW,2021,Summer
SBE,BUS202,BUS202,6,3,50,50,-10,C5004-S,40,0,Business Mathematics,3545-DR Mohammad Osman Gani,09:30:00,11:00:00,ST,2021,Summer
SBE,BUS202,BUS202,7,3,50,50,0,BC9017-S,50,0,Business Mathematics,3579-MS Seeratus Sabah,14:00:00,15:30:00,ST,2021,Summer
SBE,BUS202,BUS202,8,3,51,50,-25,BC8015-S,25,0,Business Mathematics,3606-DR Md. Kharshiduzzaman,15:30:00,17:00:00,MW,2021,Summer
SBE,BUS360,BUS360,1,3,48,48,2,BC2010-S,50,0,Introduction to Business Law,3159-BAR Sarah Hassan,09:30:00,11:00:00,ST,2021,Summer
SBE,BUS360,BUS360,2,3,48,48,2,BC2010-S,50,0,Introduction to Business Law,3323-MS Qantara Khaleda Khan,15:30:00,17:00:00,MW,2021,Summer
SBE,BUS360,BUS360,3,3,49,49,1,BC2009-S,50,0,Introduction to Business Law,3512-MR Kazi Md. Jamshed,09:30:00,11:00:00,MW,2021,Summer
SBE,BUS360,BUS360,4,3,48,46,4,BC2009-S,50,0,Introduction to Business Law,3525-MS Afnan Ashfaque,11:00:00,12:30:00,MW,2021,Summer
SBE,BUS360,BUS360,5,3,48,47,3,BC2009-S,50,0,Introduction to Business Law,3358-MR Mr. Iftekhar Mahfuz,12:30:00,14:00:00,ST,2021,Summer
SBE,BUS360,BUS360,6,3,48,48,2,BC2010-S,50,0,Introduction to Business Law,3358-MR Mr. Iftekhar Mahfuz,15:30:00,17:00:00,ST,2021,Summer
SBE,BUS360,BUS360,7,3,48,48,2,BC2011-S,50,0,Introduction to Business Law,3159-BAR Sarah Hassan,08:00:00,09:30:00,ST,2021,Summer
SBE,BUS485,BUS485,1,3,45,40,10,BC2010-S,50,0,Business Research Methods,3635-DR Md. Shamimul Islam,14:00:00,15:30:00,ST,2021,Summer
SBE,BUS485,BUS485,2,3,47,47,3,BC2010-S,50,0,Business Research Methods,3185-MR Mohammed Sohel Islam,14:00:00,15:30:00,MW,2021,Summer
SBE,BUS485,BUS485,3,3,45,45,5,BC2011-S,50,0,Business Research Methods,3444-DR Ikramul Hasan,11:00:00,12:30:00,ST,2021,Summer
SBE,BUS485,BUS485,4,3,45,29,21,BC2011-S,50,0,Business Research Methods,3635-DR Md. Shamimul Islam,15:30:00,17:00:00,ST,2021,Summer
SBE,BUS485,BUS485,5,3,46,45,5,BC2011-S,50,0,Business Research Methods,3344-MR Mohammad Fahad Noor,09:30:00,11:00:00,ST,2021,Summer
SBE,BUS485,BUS485,6,3,45,39,11,BC2010-S,50,0,Business Research Methods,3372-DR Samiul Parvez Ahmed,12:30:00,14:00:00,MW,2021,Summer
SLASS,CCS106,CCS106,1,4,25,18,22,C2007-S,40,0,"Cyber Space, Cyber Crime, & Cyber Security",2506-MR Quazi Mahfujul Hoque Supan,11:00:00,12:30:00,MW,2021,Summer
SLASS,CFS105,CFS105,1,3,26,26,14,C6004-S,40,0,Criminalistics & Forensic Science,2506-MR Quazi Mahfujul Hoque Supan,09:30:00,11:00:00,MW,2021,Summer
SELS,CHE101,CHE101,1,3,20,14,11,BC4012-S,25,0,Concepts in Chemistry,5252-DR Sadia Nazneen Karobi,14:00:00,15:30:00,MW,2021,Summer
SELS,CHE101,CHE101,2,3,21,21,4,BC9015-S,25,0,Concepts in Chemistry,5252-DR Sadia Nazneen Karobi,14:00:00,15:30:00,ST,2021,Summer
SELS,CHE101L,CHE101L,1,1,20,0,50,ESLAB-S,50,B-0,Concepts in Chemistry Lab,5231-MR Saquib Ahmad Khan,14:00:00,15:30:00,R,2021,Summer
SELS,CHE101L,CHE101L,2,1,20,0,50,ESLAB-S,50,B-0,Concepts in Chemistry Lab,5231-MR Saquib Ahmad Khan,12:30:00,14:00:00,R,2021,Summer
SELS,CHE101L,CHE101L,3,1,20,9,41,ESLAB-S,50,0,Concepts in Chemistry Lab,5231-MR Saquib Ahmad Khan,11:00:00,12:30:00,R,2021,Summer
SLASS,CHI101,CHI101,1,3,35,28,22,BC10015-S,50,0,Elementary Chinese-I,2453-MR MMA Rahman Nahid,08:00:00,09:30:00,ST,2021,Summer
SETS,CIS101,CIS101,1,3,40,39,-9,BC4043-S,30,0,Fundamentals of Computer System,4465-MR Eusha Kadir,08:00:00,09:30:00,ST,2021,Summer
SETS,CIS101,CIS101,2,3,40,39,-9,BC4043-S,30,0,Fundamentals of Computer System,4371-MS Sadia Sharmin,11:00:00,12:30:00,ST,2021,Summer
SETS,CIS101,CIS101,3,3,40,39,-9,BC4043-S,30,0,Fundamentals of Computer System,4348-MR Md. Abu Sayed,12:30:00,14:00:00,ST,2021,Summer
SETS,CIS101,CIS101,4,3,40,39,-9,BC4043-S,30,0,Fundamentals of Computer System,4330-MR AKM Monzurul Islam,15:30:00,17:00:00,ST,2021,Summer
SETS,CIS101,CIS101,5,3,40,40,-10,BC4043-S,30,0,Fundamentals of Computer System,4465-MR Eusha Kadir,08:00:00,09:30:00,MW,2021,Summer
SETS,CIS101,CIS101,6,3,40,40,-10,BC4043-S,30,0,Fundamentals of Computer System,4348-MR Md. Abu Sayed,11:00:00,12:30:00,MW,2021,Summer
SETS,CIS101,CIS101,7,3,40,40,-10,BC4043-S,30,0,Fundamentals of Computer System,4404-DR Hasina Mamtaz,12:30:00,14:00:00,MW,2021,Summer
SETS,CIS101,CIS101,8,3,40,40,-10,BC4043-S,30,0,Fundamentals of Computer System,4468-MS Nazia Nishat,15:30:00,17:00:00,MW,2021,Summer
SETS,CIS101,CIS101,9,3,40,40,-10,BC4043-S,30,0,Fundamentals of Computer System,4330-MR AKM Monzurul Islam,17:00:00,18:30:00,ST,2021,Summer
SETS,CIS101,CIS101,10,3,40,40,0,GPLab-S,40,0,Fundamentals of Computer System,4374-MR Wahidul Hasan,11:00:00,12:30:00,ST,2021,Summer
SETS,CIS101,CIS101,11,3,40,38,2,GPLab-S,40,0,Fundamentals of Computer System,4404-DR Hasina Mamtaz,08:00:00,09:30:00,MW,2021,Summer
SETS,CIS101L,CIS101L,1,1,40,39,-9,BC4043-S,30,0,Labwork for CIS101,4465-MR Eusha Kadir,09:30:00,11:00:00,S,2021,Summer
SETS,CIS101L,CIS101L,2,1,40,39,-9,BC4043-S,30,0,Labwork for CIS101,4371-MS Sadia Sharmin,09:30:00,11:00:00,T,2021,Summer
SETS,CIS101L,CIS101L,3,1,40,39,-9,BC4043-S,30,0,Labwork for CIS101,4348-MR Md. Abu Sayed,14:00:00,15:30:00,S,2021,Summer
SETS,CIS101L,CIS101L,4,1,40,40,-10,BC4043-S,30,0,Labwork for CIS101,4330-MR AKM Monzurul Islam,14:00:00,15:30:00,T,2021,Summer
SETS,CIS101L,CIS101L,5,1,40,40,-10,BC4043-S,30,0,Labwork for CIS101,4465-MR Eusha Kadir,09:30:00,11:00:00,M,2021,Summer
SETS,CIS101L,CIS101L,6,1,40,40,-10,BC4043-S,30,0,Labwork for CIS101,4348-MR Md. Abu Sayed,09:30:00,11:00:00,W,2021,Summer
SETS,CIS101L,CIS101L,7,1,40,40,-10,BC4043-S,30,0,Labwork for CIS101,4404-DR Hasina Mamtaz,14:00:00,15:30:00,M,2021,Summer
SETS,CIS101L,CIS101L,8,1,40,40,-10,BC4043-S,30,0,Labwork for CIS101,4468-MS Nazia Nishat,14:00:00,15:30:00,W,2021,Summer
SETS,CIS101L,CIS101L,9,1,40,40,-10,BC4043-S,30,0,Labwork for CIS101,4330-MR AKM Monzurul Islam,17:00:00,18:30:00,M,2021,Summer
SETS,CIS101L,CIS101L,10,1,40,40,0,GPLab-S,40,0,Labwork for CIS101,4374-MR Wahidul Hasan,09:30:00,11:00:00,T,2021,Summer
SETS,CIS101L,CIS101L,11,1,40,38,2,GPLab-S,40,0,Labwork for CIS101,4404-DR Hasina Mamtaz,09:30:00,11:00:00,M,2021,Summer
SLASS,CMN201,CMN201,1,3,30,27,-2,BC9016-S,25,0,Introduction to Communication,2164-MR Mohammad Masud Chowdhury,15:30:00,17:00:00,ST,2021,Summer
SLASS,CMN201,CMN201,2,3,30,30,-5,BC4011-S,25,0,Introduction to Communication,2258-MS Tasneem Shahrukh,12:30:00,14:00:00,ST,2021,Summer
